Time(s), T_gas(K), N_gas(#/cm^3), E, H2, O2, H, O, OH, O2(A1)
1.45695e-06, 400.301, 1.83336e+19, 5.48111e+09, 3.0547e+18, 1.52676e+18, 4.85247e+13, 1.26818e+14, 2.95849e+13, 1.24265e+14
1.48431e-06, 400.301, 1.83335e+19, 5.37431e+09, 3.05469e+18, 1.52675e+18, 4.78552e+13, 1.26902e+14, 2.95409e+13, 1.24448e+14
1.51185e-06, 400.302, 1.83335e+19, 5.26982e+09, 3.05469e+18, 1.52675e+18, 4.71918e+13, 1.26985e+14, 2.94964e+13, 1.24626e+14
1.53956e-06, 400.303, 1.83335e+19, 5.16758e+09, 3.05468e+18, 1.52674e+18, 4.65345e+13, 1.27064e+14, 2.94512e+13, 1.24799e+14
1.56745e-06, 400.304, 1.83334e+19, 5.06755e+09, 3.05467e+18, 1.52674e+18, 4.58832e+13, 1.27142e+14, 2.94053e+13, 1.24968e+14
1.59552e-06, 400.304, 1.83334e+19, 4.96967e+09, 3.05467e+18, 1.52674e+18, 4.52379e+13, 1.27216e+14, 2.93588e+13, 1.25132e+14
1.62377e-06, 400.305, 1.83334e+19, 4.87388e+09, 3.05466e+18, 1.52673e+18, 4.45987e+13, 1.27289e+14, 2.93117e+13, 1.25293e+14
1.6522e-06, 400.306, 1.83333e+19, 4.78014e+09, 3.05465e+18, 1.52673e+18, 4.39656e+13, 1.27359e+14, 2.92639e+13, 1.25449e+14
1.68083e-06, 400.306, 1.83333e+19, 4.6884e+09, 3.05465e+18, 1.52673e+18, 4.33384e+13, 1.27426e+14, 2.92155e+13, 1.25601e+14
1.70964e-06, 400.307, 1.83333e+19, 4.5986e+09, 3.05464e+18, 1.52672e+18, 4.27173e+13, 1.27492e+14, 2.91665e+13, 1.2575e+14
1.73865e-06, 400.308, 1.83332e+19, 4.51071e+09, 3.05463e+18, 1.52672e+18, 4.21022e+13, 1.27554e+14, 2.91168e+13, 1.25896e+14
1.76785e-06, 400.309, 1.83332e+19, 4.42468e+09, 3.05463e+18, 1.52672e+18, 4.1493e+13, 1.27615e+14, 2.90665e+13, 1.26038e+14
1.79725e-06, 400.309, 1.83332e+19, 4.34046e+09, 3.05462e+18, 1.52671e+18, 4.08899e+13, 1.27674e+14, 2.90156e+13, 1.26177e+14
1.82685e-06, 400.31, 1.83331e+19, 4.25801e+09, 3.05461e+18, 1.52671e+18, 4.02927e+13, 1.2773e+14, 2.89641e+13, 1.26313e+14
1.85665e-06, 400.311, 1.83331e+19, 4.1773e+09, 3.05461e+18, 1.5267e+18, 3.97015e+13, 1.27784e+14, 2.8912e+13, 1.26447e+14
1.88666e-06, 400.311, 1.83331e+19, 4.09827e+09, 3.0546e+18, 1.5267e+18, 3.91163e+13, 1.27836e+14, 2.88593e+13, 1.26577e+14
1.91688e-06, 400.312, 1.83331e+19, 4.0209e+09, 3.05459e+18, 1.5267e+18, 3.8537e+13, 1.27885e+14, 2.88059e+13, 1.26705e+14
1.94731e-06, 400.312, 1.8333e+19, 3.94515e+09, 3.05459e+18, 1.52669e+18, 3.79636e+13, 1.27933e+14, 2.8752e+13, 1.26831e+14
1.97795e-06, 400.313, 1.8333e+19, 3.87097e+09, 3.05458e+18, 1.52669e+18, 3.73961e+13, 1.27978e+14, 2.86974e+13, 1.26954e+14
2.00882e-06, 400.314, 1.8333e+19, 3.79834e+09, 3.05458e+18, 1.52669e+18, 3.68345e+13, 1.28022e+14, 2.86422e+13, 1.27075e+14
2.0399e-06, 400.314, 1.83329e+19, 3.72722e+09, 3.05457e+18, 1.52668e+18, 3.62788e+13, 1.28063e+14, 2.85865e+13, 1.27193e+14
2.07121e-06, 400.315, 1.83329e+19, 3.65757e+09, 3.05456e+18, 1.52668e+18, 3.5729e+13, 1.28103e+14, 2.85301e+13, 1.2731e+14
2.10274e-06, 400.316, 1.83329e+19, 3.58936e+09, 3.05456e+18, 1.52668e+18, 3.5185e+13, 1.2814e+14, 2.84731e+13, 1.27424e+14
2.13451e-06, 400.316, 1.83329e+19, 3.52256e+09, 3.05455e+18, 1.52668e+18, 3.46469e+13, 1.28175e+14, 2.84155e+13, 1.27537e+14
2.1665e-06, 400.317, 1.83328e+19, 3.45714e+09, 3.05455e+18, 1.52667e+18, 3.41146e+13, 1.28209e+14, 2.83573e+13, 1.27647e+14
2.19874e-06, 400.318, 1.83328e+19, 3.39307e+09, 3.05454e+18, 1.52667e+18, 3.3588e+13, 1.2824e+14, 2.82985e+13, 1.27756e+14
2.23122e-06, 400.318, 1.83328e+19, 3.33031e+09, 3.05453e+18, 1.52667e+18, 3.30673e+13, 1.2827e+14, 2.82391e+13, 1.27863e+14
2.26394e-06, 400.319, 1.83327e+19, 3.26885e+09, 3.05453e+18, 1.52666e+18, 3.25524e+13, 1.28297e+14, 2.81791e+13, 1.27968e+14
2.29691e-06, 400.319, 1.83327e+19, 3.20864e+09, 3.05452e+18, 1.52666e+18, 3.20431e+13, 1.28323e+14, 2.81185e+13, 1.28072e+14
2.33013e-06, 400.32, 1.83327e+19, 3.14967e+09, 3.05452e+18, 1.52666e+18, 3.15397e+13, 1.28347e+14, 2.80573e+13, 1.28174e+14
2.36361e-06, 400.32, 1.83327e+19, 3.09191e+09, 3.05451e+18, 1.52665e+18, 3.10419e+13, 1.28369e+14, 2.79955e+13, 1.28275e+14
2.39735e-06, 400.321, 1.83326e+19, 3.03533e+09, 3.05451e+18, 1.52665e+18, 3.05498e+13, 1.28389e+14, 2.79331e+13, 1.28374e+14
2.43136e-06, 400.322, 1.83326e+19, 2.9799e+09, 3.0545e+18, 1.52665e+18, 3.00634e+13, 1.28407e+14, 2.78701e+13, 1.28472e+14
2.46563e-06, 400.322, 1.83326e+19, 2.92561e+09, 3.0545e+18, 1.52665e+18, 2.95827e+13, 1.28423e+14, 2.78065e+13, 1.28568e+14
2.50017e-06, 400.323, 1.83326e+19, 2.87242e+09, 3.05449e+18, 1.52664e+18, 2.91075e+13, 1.28438e+14, 2.77423e+13, 1.28664e+14
2.53499e-06, 400.323, 1.83325e+19, 2.82031e+09, 3.05448e+18, 1.52664e+18, 2.8638e+13, 1.28451e+14, 2.76775e+13, 1.28757e+14
2.57009e-06, 400.324, 1.83325e+19, 2.76927e+09, 3.05448e+18, 1.52664e+18, 2.81741e+13, 1.28462e+14, 2.76121e+13, 1.2885e+14
2.60548e-06, 400.325, 1.83325e+19, 2.71926e+09, 3.05447e+18, 1.52663e+18, 2.77158e+13, 1.28472e+14, 2.75461e+13, 1.28941e+14
2.64116e-06, 400.325, 1.83325e+19, 2.67027e+09, 3.05447e+18, 1.52663e+18, 2.7263e+13, 1.28479e+14, 2.74794e+13, 1.29032e+14
2.67714e-06, 400.326, 1.83324e+19, 2.62227e+09, 3.05446e+18, 1.52663e+18, 2.68157e+13, 1.28485e+14, 2.74122e+13, 1.29121e+14
2.71341e-06, 400.326, 1.83324e+19, 2.57524e+09, 3.05446e+18, 1.52663e+18, 2.63739e+13, 1.28489e+14, 2.73444e+13, 1.29209e+14
2.74999e-06, 400.327, 1.83324e+19, 2.52917e+09, 3.05445e+18, 1.52662e+18, 2.59376e+13, 1.28492e+14, 2.72759e+13, 1.29296e+14
2.78689e-06, 400.327, 1.83324e+19, 2.48403e+09, 3.05445e+18, 1.52662e+18, 2.55068e+13, 1.28493e+14, 2.72069e+13, 1.29382e+14
2.82409e-06, 400.328, 1.83323e+19, 2.4398e+09, 3.05444e+18, 1.52662e+18, 2.50813e+13, 1.28492e+14, 2.71372e+13, 1.29467e+14
2.86162e-06, 400.328, 1.83323e+19, 2.39647e+09, 3.05444e+18, 1.52661e+18, 2.46613e+13, 1.28489e+14, 2.70669e+13, 1.29551e+14
2.89948e-06, 400.329, 1.83323e+19, 2.35401e+09, 3.05443e+18, 1.52661e+18, 2.42467e+13, 1.28485e+14, 2.6996e+13, 1.29634e+14
2.93767e-06, 400.329, 1.83323e+19, 2.31241e+09, 3.05443e+18, 1.52661e+18, 2.38374e+13, 1.28479e+14, 2.69245e+13, 1.29716e+14
2.9762e-06, 400.33, 1.83322e+19, 2.27165e+09, 3.05442e+18, 1.52661e+18, 2.34335e+13, 1.28471e+14, 2.68524e+13, 1.29798e+14
3.01507e-06, 400.33, 1.83322e+19, 2.23171e+09, 3.05442e+18, 1.5266e+18, 2.30349e+13, 1.28462e+14, 2.67796e+13, 1.29878e+14
3.05429e-06, 400.331, 1.83322e+19, 2.19257e+09, 3.05441e+18, 1.5266e+18, 2.26415e+13, 1.28451e+14, 2.67062e+13, 1.29958e+14
3.09387e-06, 400.332, 1.83322e+19, 2.15422e+09, 3.05441e+18, 1.5266e+18, 2.22534e+13, 1.28439e+14, 2.66322e+13, 1.30037e+14
3.13382e-06, 400.332, 1.83321e+19, 2.11665e+09, 3.0544e+18, 1.5266e+18, 2.18705e+13, 1.28425e+14, 2.65576e+13, 1.30115e+14
3.17414e-06, 400.333, 1.83321e+19, 2.07983e+09, 3.0544e+18, 1.52659e+18, 2.14928e+13, 1.28409e+14, 2.64823e+13, 1.30192e+14
3.21483e-06, 400.333, 1.83321e+19, 2.04375e+09, 3.05439e+18, 1.52659e+18, 2.11203e+13, 1.28392e+14, 2.64064e+13, 1.30268e+14
3.25591e-06, 400.334, 1.83321e+19, 2.00839e+09, 3.05439e+18, 1.52659e+18, 2.07529e+13, 1.28373e+14, 2.63299e+13, 1.30344e+14
3.29738e-06, 400.334, 1.8332e+19, 1.97374e+09, 3.05438e+18, 1.52659e+18, 2.03907e+13, 1.28353e+14, 2.62527e+13, 1.30419e+14
3.33925e-06, 400.335, 1.8332e+19, 1.93979e+09, 3.05438e+18, 1.52658e+18, 2.00335e+13, 1.2833e+14, 2.61749e+13, 1.30494e+14
3.38153e-06, 400.335, 1.8332e+19, 1.90652e+09, 3.05437e+18, 1.52658e+18, 1.96814e+13, 1.28307e+14, 2.60964e+13, 1.30567e+14
3.42423e-06, 400.336, 1.8332e+19, 1.87392e+09, 3.05437e+18, 1.52658e+18, 1.93343e+13, 1.28281e+14, 2.60173e+13, 1.30641e+14
3.46734e-06, 400.336, 1.83319e+19, 1.84196e+09, 3.05436e+18, 1.52658e+18, 1.89922e+13, 1.28254e+14, 2.59375e+13, 1.30713e+14
3.5109e-06, 400.337, 1.83319e+19, 1.81065e+09, 3.05436e+18, 1.52658e+18, 1.86551e+13, 1.28226e+14, 2.58571e+13, 1.30785e+14
3.55489e-06, 400.337, 1.83319e+19, 1.77996e+09, 3.05435e+18, 1.52657e+18, 1.83229e+13, 1.28196e+14, 2.5776e+13, 1.30856e+14
3.59933e-06, 400.338, 1.83319e+19, 1.74989e+09, 3.05435e+18, 1.52657e+18, 1.79957e+13, 1.28164e+14, 2.56943e+13, 1.30927e+14
3.64423e-06, 400.338, 1.83319e+19, 1.72041e+09, 3.05435e+18, 1.52657e+18, 1.76733e+13, 1.28131e+14, 2.56118e+13, 1.30997e+14
3.6896e-06, 400.339, 1.83318e+19, 1.69153e+09, 3.05434e+18, 1.52657e+18, 1.73557e+13, 1.28096e+14, 2.55287e+13, 1.31067e+14
3.73545e-06, 400.339, 1.83318e+19, 1.66321e+09, 3.05434e+18, 1.52656e+18, 1.7043e+13, 1.28059e+14, 2.54449e+13, 1.31136e+14
3.78179e-06, 400.34, 1.83318e+19, 1.63546e+09, 3.05433e+18, 1.52656e+18, 1.6735e+13, 1.28021e+14, 2.53605e+13, 1.31204e+14
3.82863e-06, 400.34, 1.83318e+19, 1.60827e+09, 3.05433e+18, 1.52656e+18, 1.64318e+13, 1.27981e+14, 2.52753e+13, 1.31272e+14
3.87598e-06, 400.341, 1.83317e+19, 1.58161e+09, 3.05432e+18, 1.52656e+18, 1.61333e+13, 1.2794e+14, 2.51895e+13, 1.3134e+14
3.92385e-06, 400.341, 1.83317e+19, 1.55548e+09, 3.05432e+18, 1.52655e+18, 1.58395e+13, 1.27897e+14, 2.51029e+13, 1.31407e+14
3.97225e-06, 400.341, 1.83317e+19, 1.52987e+09, 3.05431e+18, 1.52655e+18, 1.55503e+13, 1.27852e+14, 2.50156e+13, 1.31474e+14
4.0212e-06, 400.342, 1.83317e+19, 1.50476e+09, 3.05431e+18, 1.52655e+18, 1.52658e+13, 1.27806e+14, 2.49277e+13, 1.3154e+14
4.07071e-06, 400.342, 1.83317e+19, 1.48015e+09, 3.0543e+18, 1.52655e+18, 1.49858e+13, 1.27758e+14, 2.4839e+13, 1.31606e+14
4.12079e-06, 400.343, 1.83316e+19, 1.45603e+09, 3.0543e+18, 1.52655e+18, 1.47104e+13, 1.27708e+14, 2.47496e+13, 1.31672e+14
4.17146e-06, 400.343, 1.83316e+19, 1.43238e+09, 3.0543e+18, 1.52654e+18, 1.44395e+13, 1.27657e+14, 2.46594e+13, 1.31737e+14
4.22272e-06, 400.344, 1.83316e+19, 1.40919e+09, 3.05429e+18, 1.52654e+18, 1.41731e+13, 1.27604e+14, 2.45685e+13, 1.31802e+14
4.27459e-06, 400.344, 1.83316e+19, 1.38646e+09, 3.05429e+18, 1.52654e+18, 1.39111e+13, 1.27549e+14, 2.44769e+13, 1.31866e+14
4.32709e-06, 400.345, 1.83315e+19, 1.36417e+09, 3.05428e+18, 1.52654e+18, 1.36535e+13, 1.27492e+14, 2.43845e+13, 1.3193e+14
4.38024e-06, 400.345, 1.83315e+19, 1.34232e+09, 3.05428e+18, 1.52654e+18, 1.34003e+13, 1.27434e+14, 2.42913e+13, 1.31994e+14
4.43404e-06, 400.346, 1.83315e+19, 1.3209e+09, 3.05427e+18, 1.52653e+18, 1.31514e+13, 1.27374e+14, 2.41974e+13, 1.32057e+14
4.48851e-06, 400.346, 1.83315e+19, 1.29989e+09, 3.05427e+18, 1.52653e+18, 1.29068e+13, 1.27312e+14, 2.41027e+13, 1.32121e+14
4.54368e-06, 400.347, 1.83315e+19, 1.27929e+09, 3.05426e+18, 1.52653e+18, 1.26665e+13, 1.27249e+14, 2.40072e+13, 1.32184e+14
4.59956e-06, 400.347, 1.83314e+19, 1.25908e+09, 3.05426e+18, 1.52653e+18, 1.24303e+13, 1.27184e+14, 2.39109e+13, 1.32246e+14
4.65617e-06, 400.348, 1.83314e+19, 1.23927e+09, 3.05425e+18, 1.52653e+18, 1.21984e+13, 1.27117e+14, 2.38138e+13, 1.32309e+14
4.71352e-06, 400.348, 1.83314e+19, 1.21984e+09, 3.05425e+18, 1.52652e+18, 1.19706e+13, 1.27048e+14, 2.37159e+13, 1.32371e+14
4.77165e-06, 400.349, 1.83314e+19, 1.20077e+09, 3.05425e+18, 1.52652e+18, 1.17469e+13, 1.26977e+14, 2.36172e+13, 1.32433e+14
4.83056e-06, 400.349, 1.83314e+19, 1.18208e+09, 3.05424e+18, 1.52652e+18, 1.15273e+13, 1.26904e+14, 2.35176e+13, 1.32495e+14
4.89028e-06, 400.349, 1.83313e+19, 1.16373e+09, 3.05424e+18, 1.52652e+18, 1.13117e+13, 1.26829e+14, 2.34172e+13, 1.32556e+14
4.95083e-06, 400.35, 1.83313e+19, 1.14574e+09, 3.05423e+18, 1.52652e+18, 1.11001e+13, 1.26753e+14, 2.33159e+13, 1.32618e+14
5.01224e-06, 400.35, 1.83313e+19, 1.12808e+09, 3.05423e+18, 1.52651e+18, 1.08924e+13, 1.26674e+14, 2.32137e+13, 1.32679e+14
5.07453e-06, 400.351, 1.83313e+19, 1.11075e+09, 3.05422e+18, 1.52651e+18, 1.06886e+13, 1.26593e+14, 2.31107e+13, 1.3274e+14
5.13773e-06, 400.351, 1.83312e+19, 1.09375e+09, 3.05422e+18, 1.52651e+18, 1.04887e+13, 1.2651e+14, 2.30067e+13, 1.32801e+14
5.20186e-06, 400.352, 1.83312e+19, 1.07706e+09, 3.05421e+18, 1.52651e+18, 1.02926e+13, 1.26426e+14, 2.29019e+13, 1.32862e+14
5.26695e-06, 400.352, 1.83312e+19, 1.06069e+09, 3.05421e+18, 1.52651e+18, 1.01003e+13, 1.26339e+14, 2.27961e+13, 1.32923e+14
5.33303e-06, 400.353, 1.83312e+19, 1.04461e+09, 3.05421e+18, 1.5265e+18, 9.91168e+12, 1.26249e+14, 2.26894e+13, 1.32984e+14
5.40013e-06, 400.353, 1.83312e+19, 1.02882e+09, 3.0542e+18, 1.5265e+18, 9.72677e+12, 1.26158e+14, 2.25817e+13, 1.33045e+14
5.46829e-06, 400.354, 1.83311e+19, 1.01332e+09, 3.0542e+18, 1.5265e+18, 9.5455e+12, 1.26064e+14, 2.2473e+13, 1.33106e+14
5.53753e-06, 400.354, 1.83311e+19, 9.98095e+08, 3.05419e+18, 1.5265e+18, 9.36783e+12, 1.25968e+14, 2.23634e+13, 1.33166e+14
5.60789e-06, 400.355, 1.83311e+19, 9.83144e+08, 3.05419e+18, 1.5265e+18, 9.19371e+12, 1.2587e+14, 2.22528e+13, 1.33227e+14
5.67942e-06, 400.355, 1.83311e+19, 9.68455e+08, 3.05418e+18, 1.52649e+18, 9.0231e+12, 1.25769e+14, 2.21411e+13, 1.33288e+14
5.75214e-06, 400.356, 1.8331e+19, 9.54024e+08, 3.05418e+18, 1.52649e+18, 8.85595e+12, 1.25666e+14, 2.20283e+13, 1.33349e+14
5.8261e-06, 400.356, 1.8331e+19, 9.39843e+08, 3.05417e+18, 1.52649e+18, 8.69222e+12, 1.2556e+14, 2.19145e+13, 1.3341e+14
5.90134e-06, 400.357, 1.8331e+19, 9.25904e+08, 3.05417e+18, 1.52649e+18, 8.53185e+12, 1.25452e+14, 2.17997e+13, 1.33471e+14
5.9779e-06, 400.357, 1.8331e+19, 9.12204e+08, 3.05416e+18, 1.52649e+18, 8.37479e+12, 1.25341e+14, 2.16837e+13, 1.33532e+14
6.05585e-06, 400.358, 1.8331e+19, 8.9873e+08, 3.05416e+18, 1.52648e+18, 8.22101e+12, 1.25227e+14, 2.15665e+13, 1.33593e+14
6.13521e-06, 400.358, 1.83309e+19, 8.85482e+08, 3.05416e+18, 1.52648e+18, 8.07045e+12, 1.2511e+14, 2.14482e+13, 1.33655e+14
6.21605e-06, 400.359, 1.83309e+19, 8.72448e+08, 3.05415e+18, 1.52648e+18, 7.92305e+12, 1.24991e+14, 2.13288e+13, 1.33716e+14
6.29843e-06, 400.359, 1.83309e+19, 8.59626e+08, 3.05415e+18, 1.52648e+18, 7.77878e+12, 1.24868e+14, 2.12081e+13, 1.33778e+14
6.3824e-06, 400.36, 1.83309e+19, 8.47005e+08, 3.05414e+18, 1.52648e+18, 7.63757e+12, 1.24742e+14, 2.10862e+13, 1.3384e+14
6.46803e-06, 400.36, 1.83308e+19, 8.34582e+08, 3.05414e+18, 1.52648e+18, 7.49938e+12, 1.24613e+14, 2.0963e+13, 1.33903e+14
6.55537e-06, 400.361, 1.83308e+19, 8.22347e+08, 3.05413e+18, 1.52647e+18, 7.36414e+12, 1.24481e+14, 2.08384e+13, 1.33965e+14
6.64451e-06, 400.361, 1.83308e+19, 8.10297e+08, 3.05413e+18, 1.52647e+18, 7.23182e+12, 1.24345e+14, 2.07126e+13, 1.34028e+14
6.73552e-06, 400.362, 1.83308e+19, 7.98423e+08, 3.05412e+18, 1.52647e+18, 7.10234e+12, 1.24206e+14, 2.05854e+13, 1.34091e+14
6.82848e-06, 400.362, 1.83307e+19, 7.86721e+08, 3.05412e+18, 1.52647e+18, 6.97566e+12, 1.24063e+14, 2.04568e+13, 1.34155e+14
6.92347e-06, 400.363, 1.83307e+19, 7.75182e+08, 3.05411e+18, 1.52647e+18, 6.85172e+12, 1.23916e+14, 2.03267e+13, 1.34219e+14
7.02058e-06, 400.363, 1.83307e+19, 7.63802e+08, 3.05411e+18, 1.52646e+18, 6.73046e+12, 1.23765e+14, 2.01951e+13, 1.34283e+14
7.11991e-06, 400.364, 1.83307e+19, 7.52571e+08, 3.0541e+18, 1.52646e+18, 6.61182e+12, 1.2361e+14, 2.0062e+13, 1.34348e+14
7.21991e-06, 400.364, 1.83306e+19, 7.41665e+08, 3.0541e+18, 1.52646e+18, 6.4976e+12, 1.23454e+14, 1.99295e+13, 1.34413e+14
7.31991e-06, 400.365, 1.83306e+19, 7.31134e+08, 3.05409e+18, 1.52646e+18, 6.38831e+12, 1.23297e+14, 1.97985e+13, 1.34476e+14
7.41991e-06, 400.366, 1.83306e+19, 7.20962e+08, 3.05409e+18, 1.52646e+18, 6.28369e+12, 1.23139e+14, 1.9669e+13, 1.34538e+14
7.51991e-06, 400.366, 1.83306e+19, 7.11127e+08, 3.05408e+18, 1.52645e+18, 6.18349e+12, 1.2298e+14, 1.95409e+13, 1.346e+14
7.61991e-06, 400.367, 1.83306e+19, 7.01615e+08, 3.05408e+18, 1.52645e+18, 6.08745e+12, 1.22821e+14, 1.94143e+13, 1.34661e+14
7.71991e-06, 400.367, 1.83305e+19, 6.92406e+08, 3.05407e+18, 1.52645e+18, 5.99536e+12, 1.22662e+14, 1.92891e+13, 1.3472e+14
7.81991e-06, 400.368, 1.83305e+19, 6.83487e+08, 3.05407e+18, 1.52645e+18, 5.90699e+12, 1.22502e+14, 1.91653e+13, 1.34779e+14
7.91991e-06, 400.368, 1.83305e+19, 6.74842e+08, 3.05406e+18, 1.52645e+18, 5.82216e+12, 1.22342e+14, 1.9043e+13, 1.34838e+14
8.01991e-06, 400.369, 1.83305e+19, 6.66459e+08, 3.05406e+18, 1.52645e+18, 5.74066e+12, 1.22181e+14, 1.89221e+13, 1.34895e+14
8.11991e-06, 400.369, 1.83304e+19, 6.58323e+08, 3.05405e+18, 1.52644e+18, 5.66233e+12, 1.2202e+14, 1.88025e+13, 1.34952e+14
8.21991e-06, 400.37, 1.83304e+19, 6.50425e+08, 3.05405e+18, 1.52644e+18, 5.58698e+12, 1.21858e+14, 1.86844e+13, 1.35008e+14
8.31991e-06, 400.37, 1.83304e+19, 6.42751e+08, 3.05404e+18, 1.52644e+18, 5.51447e+12, 1.21696e+14, 1.85676e+13, 1.35063e+14
8.41991e-06, 400.371, 1.83304e+19, 6.35292e+08, 3.05404e+18, 1.52644e+18, 5.44465e+12, 1.21534e+14, 1.84521e+13, 1.35118e+14
8.51991e-06, 400.371, 1.83303e+19, 6.28038e+08, 3.05403e+18, 1.52644e+18, 5.37737e+12, 1.21371e+14, 1.8338e+13, 1.35172e+14
8.61991e-06, 400.372, 1.83303e+19, 6.20978e+08, 3.05403e+18, 1.52644e+18, 5.3125e+12, 1.21208e+14, 1.82252e+13, 1.35226e+14
8.71991e-06, 400.372, 1.83303e+19, 6.14107e+08, 3.05403e+18, 1.52643e+18, 5.24993e+12, 1.21045e+14, 1.81137e+13, 1.35278e+14
8.81991e-06, 400.372, 1.83303e+19, 6.07413e+08, 3.05402e+18, 1.52643e+18, 5.18952e+12, 1.20882e+14, 1.80036e+13, 1.35331e+14
8.91991e-06, 400.373, 1.83303e+19, 6.0089e+08, 3.05402e+18, 1.52643e+18, 5.13117e+12, 1.20718e+14, 1.78946e+13, 1.35382e+14
9.01991e-06, 400.373, 1.83302e+19, 5.94529e+08, 3.05401e+18, 1.52643e+18, 5.07477e+12, 1.20554e+14, 1.7787e+13, 1.35433e+14
9.11991e-06, 400.374, 1.83302e+19, 5.88326e+08, 3.05401e+18, 1.52643e+18, 5.02023e+12, 1.20389e+14, 1.76806e+13, 1.35484e+14
9.21991e-06, 400.374, 1.83302e+19, 5.82272e+08, 3.054e+18, 1.52643e+18, 4.96746e+12, 1.20225e+14, 1.75755e+13, 1.35534e+14
9.31991e-06, 400.375, 1.83302e+19, 5.7636e+08, 3.054e+18, 1.52642e+18, 4.91636e+12, 1.2006e+14, 1.74715e+13, 1.35583e+14
9.41991e-06, 400.375, 1.83302e+19, 5.70588e+08, 3.054e+18, 1.52642e+18, 4.86685e+12, 1.19895e+14, 1.73688e+13, 1.35632e+14
9.51991e-06, 400.376, 1.83301e+19, 5.64947e+08, 3.05399e+18, 1.52642e+18, 4.81886e+12, 1.1973e+14, 1.72673e+13, 1.3568e+14
9.61991e-06, 400.376, 1.83301e+19, 5.59433e+08, 3.05399e+18, 1.52642e+18, 4.77232e+12, 1.19565e+14, 1.71669e+13, 1.35728e+14
9.71991e-06, 400.377, 1.83301e+19, 5.54041e+08, 3.05398e+18, 1.52642e+18, 4.72714e+12, 1.194e+14, 1.70678e+13, 1.35776e+14
9.81991e-06, 400.377, 1.83301e+19, 5.48766e+08, 3.05398e+18, 1.52642e+18, 4.68328e+12, 1.19234e+14, 1.69698e+13, 1.35823e+14
9.91991e-06, 400.377, 1.83301e+19, 5.43604e+08, 3.05398e+18, 1.52642e+18, 4.64066e+12, 1.19068e+14, 1.68729e+13, 1.35869e+14
1.00199e-05, 400.378, 1.833e+19, 5.3855e+08, 3.05397e+18, 1.52642e+18, 4.59923e+12, 1.18902e+14, 1.67771e+13, 1.35915e+14
1.01199e-05, 400.378, 1.833e+19, 5.33602e+08, 3.05397e+18, 1.52641e+18, 4.55893e+12, 1.18736e+14, 1.66825e+13, 1.35961e+14
1.02199e-05, 400.379, 1.833e+19, 5.28753e+08, 3.05396e+18, 1.52641e+18, 4.51971e+12, 1.1857e+14, 1.65889e+13, 1.36006e+14
1.03199e-05, 400.379, 1.833e+19, 5.24002e+08, 3.05396e+18, 1.52641e+18, 4.48152e+12, 1.18404e+14, 1.64965e+13, 1.36051e+14
1.04199e-05, 400.38, 1.833e+19, 5.19345e+08, 3.05396e+18, 1.52641e+18, 4.44432e+12, 1.18238e+14, 1.64051e+13, 1.36095e+14
1.05199e-05, 400.38, 1.83299e+19, 5.14778e+08, 3.05395e+18, 1.52641e+18, 4.40807e+12, 1.18071e+14, 1.63148e+13, 1.36139e+14
1.06199e-05, 400.38, 1.83299e+19, 5.10299e+08, 3.05395e+18, 1.52641e+18, 4.37271e+12, 1.17905e+14, 1.62255e+13, 1.36183e+14
1.07199e-05, 400.381, 1.83299e+19, 5.05903e+08, 3.05394e+18, 1.52641e+18, 4.33822e+12, 1.17738e+14, 1.61373e+13, 1.36226e+14
1.08199e-05, 400.381, 1.83299e+19, 5.01589e+08, 3.05394e+18, 1.5264e+18, 4.30455e+12, 1.17572e+14, 1.605e+13, 1.36269e+14
1.09199e-05, 400.382, 1.83299e+19, 4.97355e+08, 3.05394e+18, 1.5264e+18, 4.27167e+12, 1.17405e+14, 1.59638e+13, 1.36311e+14
1.10199e-05, 400.382, 1.83298e+19, 4.93196e+08, 3.05393e+18, 1.5264e+18, 4.23955e+12, 1.17238e+14, 1.58786e+13, 1.36354e+14
1.11199e-05, 400.382, 1.83298e+19, 4.89111e+08, 3.05393e+18, 1.5264e+18, 4.20815e+12, 1.17072e+14, 1.57944e+13, 1.36395e+14
1.12199e-05, 400.383, 1.83298e+19, 4.85099e+08, 3.05393e+18, 1.5264e+18, 4.17746e+12, 1.16905e+14, 1.57111e+13, 1.36437e+14
1.13199e-05, 400.383, 1.83298e+19, 4.81154e+08, 3.05392e+18, 1.5264e+18, 4.14743e+12, 1.16738e+14, 1.56288e+13, 1.36478e+14
1.14199e-05, 400.384, 1.83298e+19, 4.77278e+08, 3.05392e+18, 1.5264e+18, 4.11804e+12, 1.16571e+14, 1.55474e+13, 1.36518e+14
1.15199e-05, 400.384, 1.83298e+19, 4.73467e+08, 3.05391e+18, 1.5264e+18, 4.08927e+12, 1.16404e+14, 1.5467e+13, 1.36559e+14
1.16199e-05, 400.384, 1.83297e+19, 4.69718e+08, 3.05391e+18, 1.5264e+18, 4.06109e+12, 1.16237e+14, 1.53875e+13, 1.36599e+14
1.17199e-05, 400.385, 1.83297e+19, 4.66032e+08, 3.05391e+18, 1.52639e+18, 4.03348e+12, 1.1607e+14, 1.53089e+13, 1.36638e+14
1.18199e-05, 400.385, 1.83297e+19, 4.62404e+08, 3.0539e+18, 1.52639e+18, 4.00642e+12, 1.15903e+14, 1.52312e+13, 1.36678e+14
